Tweets,len,ID,Date,Source,Likes,RTs
"McGill Opportunities List 

Fully funded MSc and Ph.D. positions at McGill University, Canada

Research focus: Mach… https://t.co/3Srr3FooWv",140,1328930504150822914,2020-11-18 05:18:17,Twitter for iPhone,80,46
#GoogleCloud @GoogleCloud @GCPCloud - How ZSL uses ML to classify gunshots to protect wildlife https://t.co/8Xa4jlkVxK,118,1328930371384250368,2020-11-18 05:17:45,Sprout Social,0,1
"You don't need to be too good at Mathematics to do machine learning . Here is a resource for you 👀
CTRL+V
 https://t.co/xFTPeTVRTa",130,1328930268695171074,2020-11-18 05:17:21,Twitter for Android,1,3
How a computer manages to do this? The best answer is computers are good at numbers and at the same time fast in do… https://t.co/61WjHtmBPd,140,1328930211879120901,2020-11-18 05:17:07,Twitter Web App,0,0
"#MachineLearning algorithms for #frauddetection &amp; prevention are bringing great value to businesses!

Blog via… https://t.co/tc6yY7xu2c",139,1328929979711811584,2020-11-18 05:16:12,Twitter Web App,11,14
7 Types of Data Bias in Machine Learning https://t.co/0mcAIOVZ2M  #MachineLearning,82,1328929852087554048,2020-11-18 05:15:41,Postmatico,7,8
"@Nini666Yes @DanielAndrewsMP Wow machine learning, well done whoever coded you.",79,1328929754662232071,2020-11-18 05:15:18,Twitter for iPhone,0,0
Example of the Shapley Value for Machine Learning Interpretability https://t.co/n36CClmAyq https://t.co/kVCKGJYbyT,114,1328929580959330306,2020-11-18 05:14:37,Upflow,0,1
Reproducible Data Science with Machine Learning | AI Show https://t.co/vk6zUkwZCI https://t.co/YYuNlOhJkP,105,1328929186023497728,2020-11-18 05:13:02,dlvr.it,1,3
Understanding Racial Bias in Machine Learning Algorithms https://t.co/1lEHocsUbn,80,1328929178318680071,2020-11-18 05:13:01,Buffer,0,1
"I googled ""Machine Learning Memes"", and I was not disappointed #MachineLearning https://t.co/gCa6Bycn4D",103,1328929164330614789,2020-11-18 05:12:57,Twitter Web App,3,3
Machine Learning for Surgical Phase Recognition: A Systematic Review https://t.co/f5bxFY603k,92,1328928464997642243,2020-11-18 05:10:11,IFTTT,0,4
@derywatyzacja To co? Machine learning?,39,1328928446915993611,2020-11-18 05:10:06,Twitter for Android,0,0
One-step multicomponent reaction with interpretable #MachineLearning innovation to develop chemical library for dru… https://t.co/RsOZELdfn7,140,1328928183706550273,2020-11-18 05:09:03,,0,2
When Machine Learning Knows Too Much About You https://t.co/CI5VXDBcvU https://t.co/YZmlKaBVqT,94,1328928089506799618,2020-11-18 05:08:41,Upflow,0,1
Free On-Demand @Databricks training &gt;&gt; Building and Deploying #MachineLearning Models &gt;&gt; Watch now:… https://t.co/Ni0eanWkB6,136,1328927832702144513,2020-11-18 05:07:40,Twitter for iPhone,6,6
Turbocharge your Business with @databricks and #Azure #MachineLearning — https://t.co/7LjAx5bOP2 HT… https://t.co/c0Dminqoo4,124,1328927606121619461,2020-11-18 05:06:46,Twitter for iPhone,3,5
"Kamu seorang mahasiswa yang tertarik untuk belajar teknologi terbaru dari Google &amp; unicorn TOP lainnya? 

Raih kese… https://t.co/YEFBN4VtCk",144,1328927526463311873,2020-11-18 05:06:27,Twitter Web App,11,6
K7 Labs researchers evaluated malicious URLs with K7’s Machine Learning-based Web Categorisation system. Read about… https://t.co/fuEcXlLFuG,140,1328927500492304384,2020-11-18 05:06:21,Twitter Web App,2,6
Doing the impossible? Machine learning with less than one example https://t.co/l9YDxIYDP4 https://t.co/WRvJfYREuy,113,1328927475850743809,2020-11-18 05:06:15,Upflow,0,1
pengen banget yang machine learning 😭😭😭😭kemarin ngeliat temen ikutan bangkit tuh kayak .... seru banget .....,109,1328927236926312448,2020-11-18 05:05:18,Twitter Web App,0,0
"aku gabisa ikutan, tapi buat kalian anak kuliahan semester &gt;5 yang tertarik buat belajar komputer, ayo ikutan!! jur… https://t.co/AXRCSCfDDE",143,1328927109310459904,2020-11-18 05:04:47,Twitter Web App,2,0
"COVID-19 感染予測 (日本版) の公開について @googlecloud https://t.co/ZvRFj0uO9i 
本日の予測だと東京は陽性者数:316件、死者数:2名。
どうなるか結果を見守ろう。
これが本当だと… https://t.co/VtE3fBBjgv",140,1328926641821679617,2020-11-18 05:02:56,Twitter Web App,0,0
"@alphanmanas @alphanmanas Merhaba, İTÜ ve Boğaziçi ""machine learning"" için yapay öğrenme"" çevirisini kullanıyor. ""M… https://t.co/7uNFgj1VY1",140,1328926638889865220,2020-11-18 05:02:55,makine-degil-yapay,1,0
"Take the first step today to launch your career in the fastest growing and highest paid areas of Data Science, Big… https://t.co/niHFW7zLSN",139,1328926498061914114,2020-11-18 05:02:22,Twitter Web App,1,3
"How two childhood friends are making knowledge accessible through a one-stop video localisation startup

Read more… https://t.co/q5I8v10dae",139,1328926088957812737,2020-11-18 05:00:44,Twitter Web App,0,0
"Gain a competitive edge and boost your skills with this AI, data science and machine learning training… https://t.co/DBQhyOeNPg",127,1328926050290720770,2020-11-18 05:00:35,Hootsuite Inc.,2,4
Integrating Machine Learning for Fleet Management https://t.co/HjKYE7dqEB,73,1328926010163814401,2020-11-18 05:00:25,WordPress.com,1,0
"A radical new technique lets #AI learn with practically no data

https://t.co/4bUK7KriU7 @_KarenHao v/ @techreview… https://t.co/ZWB1jQGmnG",139,1328925992275021824,2020-11-18 05:00:21,Twittimer,6,6
"Gain a competitive edge and boost your skills with this AI, data science and machine learning training… https://t.co/WFzdO88KaC",127,1328925956048900099,2020-11-18 05:00:12,Hootsuite Inc.,2,4
Editorial: Advanced Interpretable Machine Learning Methods for Clinical NGS Big Data of Complex Hereditary Diseases… https://t.co/ZPHrUy3isC,140,1328925946234032129,2020-11-18 05:00:10,Newsemia,0,0
"With artificial intelligence and machine learning developing at a breakneck pace, how far are we from creating a re… https://t.co/a28NXHO4vH",140,1328925917897510912,2020-11-18 05:00:03,Buffer,3,6
"In a world full of data, trust is a precious and high-value commodity.

#HERETechnologies #Privacy #DataPrivacy https://t.co/aPoNfOMxfQ",135,1328925914965667840,2020-11-18 05:00:03,LinkedIn,2,1
"Machine Learning helps with more than just business! 😉 

Click here to visit us: 
https://t.co/skK8zRsTuK… https://t.co/UHfMD3v9dW",130,1328925905335554052,2020-11-18 05:00:00,TweetDeck,5,3
How Lyft Uses PyTorch to Power Machine Learning for Their Self-Driving Cars https://t.co/Wwl2MCcDNq,99,1328925904467353606,2020-11-18 05:00:00,Buffer,1,0
"#FEATURED #COURSES
The #Data #Science Course 2020: Complete #DataScience Bootcamp
In demand skills: #Statistical… https://t.co/bH2LCWwHCr",137,1328925315125669889,2020-11-18 04:57:40,SocialPilot.co,6,9
Free online eBook — #MachineLearning from Scratch: https://t.co/VAgDA0v78O by Daniel Friedman via @DataScienceCtrl… https://t.co/duGzHpL9Ko,139,1328925276949131269,2020-11-18 04:57:30,Twitter for iPhone,16,11
Deep Learning (Adaptive Computation and Machine Learning series) https://t.co/WiLhF9f0Tz #datascience #ad,105,1328925100234711045,2020-11-18 04:56:48,Postmatico,1,0
Python for Data Science/Machine learning ($94.99 to Free) #blacktechtwitter #developer #100daysofcode #coding… https://t.co/7QON2Dczab,134,1328925048481210373,2020-11-18 04:56:36,Amplifr,5,18
"#MachineLearning — A Probabilistic Perspective: https://t.co/wAZwLoUFGF
—————
#BigData #Statistics #DataScience… https://t.co/22NQAFKAr8",136,1328924991518367745,2020-11-18 04:56:22,Twitter for iPhone,5,0
"#geekeedatascience
Mathematics For Machine Learning by Marc Peter Deisenroth, A. Aldo Faisal and Cheng Soon Ong
We… https://t.co/oChOYgh6Dg",139,1328924897721032706,2020-11-18 04:56:00,Twitter Web App,0,1
"@GNarahariSastry, Director CSIR-NEIST, expressed keen interest in offering a course on application of machine learn… https://t.co/OZUWXlYQHt",140,1328924890729091072,2020-11-18 04:55:58,Twitter Web App,2,0
50% of Machine Learning is getting surprised about the the things that shouldn't have worked but did.… https://t.co/NozGFL9Vra,126,1328924873326960640,2020-11-18 04:55:54,Twitter for Android,1,2
They love holistic content creation the new post-seamless machine learning.,75,1328924625858916353,2020-11-18 04:54:55,HerokuTweeter,0,0
https://t.co/WmkBw6w4Uf,23,1328924360636305408,2020-11-18 04:53:52,Twitter for iPhone,0,0
Podcast.__init__: Scale Your Data Science Teams With Machine Learning Operations Principles - Episode 289: https://t.co/wdHzDX5zpH #python,138,1328924280525103105,2020-11-18 04:53:33,IFTTT,1,3
Machine Learning Interview Questions https://t.co/svrpf2GOZ0  #MachineLearning,78,1328924061922193409,2020-11-18 04:52:41,Postmatico,6,7
"What Can #AI Learn from Human #Intelligence?
Can we teach robots to generalize their learning? How can algorithms b… https://t.co/PXuhoyRSVx",140,1328923982402293761,2020-11-18 04:52:22,Twitter Web App,2,2
"Dr Narahari Sastry, Director CSIR-NEIST, expressed keen interest in offering a course on application of machine lea… https://t.co/Du4jn8Tqbt",140,1328923928216014848,2020-11-18 04:52:09,Twitter Web App,0,0
Data Science with Machine Learning Algorithm using Python https://t.co/4AFPa7wJZ7  #MachineLearning #DataScience,112,1328923825396920320,2020-11-18 04:51:44,Postmatico,5,6
https://t.co/nop7FI6RL2,23,1328923774268235777,2020-11-18 04:51:32,Twitter for iPad,1,0
"LAST CHANCE to explore the increasing role of AI &amp; machine learning has across the startup ecosystem - NOV 19!

Our… https://t.co/sU2VCf5Wkk",144,1328923647067742214,2020-11-18 04:51:02,Sprout Social,4,0
IBM open-sources Kubeflow Pipelines on Tekton for portable machine learning models - Sil... https://t.co/yPsMZBib6p https://t.co/Rd5GGcbh0T,139,1328923549730476037,2020-11-18 04:50:39,Upflow,0,0
"What is ""IT infrastructure as a tool"" for those who want to concentrate on machine learning? #DelltechCSC  https://t.co/QKpisLiuVl",130,1328923444822458370,2020-11-18 04:50:14,Twitter Web App,2,0
"@TwitterResearch @TwitterSupport @TwitterIndia Hi, I would like to share my idea towards #FakeNews prevention for o… https://t.co/9i1YeySmyc",140,1328923439772491777,2020-11-18 04:50:12,Twitter Web App,0,0
Machine learning guarantees robots' performance in unknown territory https://t.co/N0b0IBqWYe via @edaccessible #AI,114,1328923434609496065,2020-11-18 04:50:11,Twibble.io,1,0
"@TwitterSupport Hi, I would like to share my idea towards #FakeNews prevention for our Twitter platform using Machi… https://t.co/zSweoBq05N",140,1328923292653158400,2020-11-18 04:49:37,Twitter Web App,0,0
Active and Semi-Supervised machine learning: Oct 26 — Nov 13: A selection of the latest arXiv preprints concerning… https://t.co/DwUKM1r0PR,139,1328923272591810562,2020-11-18 04:49:33,dlvr.it,1,2
COVID-19 感染予測 (日本版) の公開について @googlecloud https://t.co/Oannx2S5rA,64,1328923225988894721,2020-11-18 04:49:21,Twitter for Android,0,0
What’s the best way to prepare for #machinelearning #math? https://t.co/5JAGyphpdF via @bdtechtalks,99,1328922956098129922,2020-11-18 04:48:17,Twitter for Android,0,0
"Machine learning studied more than 11,000 couples. This is what it found out about relationships https://t.co/sNktJ77Ef4 #dating",128,1328922941988409344,2020-11-18 04:48:14,Paper.li,1,0
"@SEP Hi, I would like to share my idea towards #FakeNews prevention for our Twitter platform using Machine Learning… https://t.co/3FjAn6lW2F",140,1328922941233393667,2020-11-18 04:48:14,Twitter Web App,0,0
Building Recommender Systems with Machine Learning and AI https://t.co/N4aIKnHGTs  #machinelearning #ad,103,1328922662391910402,2020-11-18 04:47:07,Postmatico,5,2
Machine learning automation startup DataRobot raises $270M ahead of likely IPO #Startup #learning #ui via… https://t.co/v1mOQ2tqD8,130,1328922662031200256,2020-11-18 04:47:07,TwinyBots,0,0
"Hands-on Machine Learning: excellent book, if you know the basics https://t.co/KiiMzx4wTp via @bdtechtalks",106,1328922570159222786,2020-11-18 04:46:45,Twitter for Android,0,0
How Goodhart’s Law Can Save Machine Learning Research #Learning #deeplearning #machinelearning via… https://t.co/dckRPiHvD6,123,1328922074870657026,2020-11-18 04:44:47,TwinyBots,0,0
"""Blizzard's giving fans an update on its year so far, and one of the company's proudest achievements is using new t… https://t.co/uKsIEOO5xT",140,1328921976161886209,2020-11-18 04:44:23,IFTTT,0,0
"@manishm Hi, I would like to share my idea towards #FakeNews prevention for our Twitter platform using Machine Lear… https://t.co/onySvLC3v3",140,1328921750466220032,2020-11-18 04:43:30,Twitter Web App,0,0
"The concept of #machinelearning is widely embraced yet widely misunderstood.
#bigdata
https://t.co/p4fe7qKpWC",109,1328921728139948033,2020-11-18 04:43:24,Twitter Web App,4,0
OMG FINALLY SOMETHING I CAN RELATE TO. DO SAN EXPLAIN PASAL DESIGNING NEURAL NETWORKS AND MACHINE LEARNING 🙆🏻‍♂️🙆🏻‍♂️🤩🤩🤩,120,1328921678135521281,2020-11-18 04:43:12,Twitter for iPhone,5,0
"The horrendous side of machine learning is, machines are extremely bad in learning.😣 #machinelearning",101,1328921660183855105,2020-11-18 04:43:08,Twitter for iPhone,1,1
"Tune a machine learning model's hyperparameters and evaluate its performance.
Use Pandas DataFrames to manipulate d… https://t.co/yWVPd4Gcwr",140,1328921619721449476,2020-11-18 04:42:58,Twitter Web App,0,0
"@kayvz Hi, I would like to share my idea towards #FakeNews prevention for our Twitter platform using Machine Learni… https://t.co/L5NPyODhoP",140,1328921273284534273,2020-11-18 04:41:36,Twitter Web App,0,0
"@michaelmontano Hi, I would like to share my idea towards #FakeNews prevention for our Twitter platform using Machi… https://t.co/bERlvk4498",140,1328921118619492352,2020-11-18 04:40:59,Twitter Web App,0,0
"@a_centrism Isn’t criminal background a better predictor of future criminality? How about credit score, income, blo… https://t.co/WIQe12idbc",140,1328920433907834881,2020-11-18 04:38:16,Twitter Web App,0,0
#FraudDetection has a large imbalance between d number of valid vs fraudulent transactions which makes the traditio… https://t.co/oEHa25pgsG,140,1328920224968683525,2020-11-18 04:37:26,EveryoneSocial,0,1
Python Programming  for  Beginners: Learn Python Machine Learning Language From Scratch and Deep Learning… https://t.co/RNerTNCj4A,130,1328920148896591875,2020-11-18 04:37:08,Postmatico,1,0
"Specialist, Data Science and Machine Learning Development at Gartner https://t.co/Kq7TwbngRT #ai #ml #dl",104,1328920084585336834,2020-11-18 04:36:52,SendAlertsToTwitter,0,1
"Interestingly, 23% of organisations cite lack of trust or confidence in AI/ML, which indicates that hype about the… https://t.co/q5sJ1cn0F0",139,1328919902334316545,2020-11-18 04:36:09,DD_Wen_,2,2
"orang lain: machine learning

me: alien, semesta, meditasi, ghibah, musik, film, keindahan dan endingnya sambat wqw… https://t.co/7dCocHviRM",140,1328919880465149952,2020-11-18 04:36:04,Twitter for Android,0,0
"#MachineLearning and Its #Algorithms to Know

#AI #BigData #datascience #fintech @ipfconline1 @Paula_Piccard… https://t.co/uQ2Oqph8FW",133,1328919872642961409,2020-11-18 04:36:02,Buffer,7,3
"Aiight. Last tech article of the night. Gotta go to bed. You got plenty of homework ... lol.

#Hollywood #echo… https://t.co/AEkUxZzNkb",135,1328919507679793153,2020-11-18 04:34:35,Twitter Web App,0,0
Organizing machine learning projects https://t.co/CN7avLHuLY #ai #ml #dl,72,1328918835588698112,2020-11-18 04:31:55,SendAlertsToTwitter,0,0
Kubeflow is your perfect Machine Learning workstation https://t.co/PGhJRNpvHC #ai #ml #dl,89,1328918832849838080,2020-11-18 04:31:54,SendAlertsToTwitter,0,0
from machine to anime girl 😌 i am learning the culture https://t.co/v8V2dDtU6S,78,1328918637822894082,2020-11-18 04:31:08,Twitter for iPhone,45,5
"機械学習エンジニアとして活躍するには「自分が解きたい問題を自分でデータを集めて解く経験」や「それによってビジネスにどれくらいのインパクトを与えられるかというビジネスサイドの理解」が大事そう。
結局物を売るのは営業なので。
https://t.co/1qamKasVn8",134,1328918623608467456,2020-11-18 04:31:04,Twitter for iPhone,1,0
Machine Learning 🤣🤣 https://t.co/5Rp1NhSBBe,43,1328918498572070912,2020-11-18 04:30:34,Twitter Web App,0,0
Congratulations to Javen Shi and the team from @IMERadelaide for being awarded a Linkage project with @OZMinerals w… https://t.co/ntLNofFeWa,140,1328918353289703426,2020-11-18 04:30:00,Twitter Web App,13,0
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/gH9TrcSsJt #machinelearning,115,1328918303121813504,2020-11-18 04:29:48,Paper.li,1,3
"コレも　G               ε-(´∀｀; ) ﾌｳ
https://t.co/jPioan0cSq https://t.co/UZSGePDuic",80,1328918050951741440,2020-11-18 04:28:48,Twitter for iPhone,0,0
各種モデルの指標と機械学習使って予測している。完全に第3波きてる。 / “COVID-19 感染予測 (日本版) の公開について | Google Cloud Blog” https://t.co/Wo9oYqGhrv,109,1328917956315660294,2020-11-18 04:28:25,はてな / Hatena,0,0
"WhatsApp me at:+91-8178624855 or FOLLOW me
Experience between 0-30, India &amp; Gulf, sectors Like
--------------------… https://t.co/nG8QNFs3N8",144,1328917930856247297,2020-11-18 04:28:19,LinkedIn,0,3
@FCB_uchiha Let’s go 🙌🏻 I’m planning on doing some machine learning topics as well so you’ll have to look out for those,119,1328917701574549506,2020-11-18 04:27:24,Twitter for iPhone,2,0
Machine learning automation startup DataRobot raises $270M ahead of likely IPO #Startup #learning via… https://t.co/7lfaBbtvow,126,1328917461551419395,2020-11-18 04:26:27,TwinyBots,0,2
"WhatsApp me at:+91-8178624855
Experience between 0-30 years India, Gulf
Data Scientist, Data Management, Artificial… https://t.co/S0vKwjplx8",140,1328917401895796737,2020-11-18 04:26:13,LinkedIn,1,3
"@dopazoglave Para cobrarnos impuestos nos ponen reconocimiento facial, machine learning, satélites, drones.

Para v… https://t.co/PZQd7YF8dR",140,1328917397470912512,2020-11-18 04:26:12,Twitter for iPhone,1,0
Python for Data Science/Machine learning ($94.99 to Free) #blacktechtwitter #developer #100daysofcode #coding… https://t.co/ucRcq3h0Ru,134,1328917386532106242,2020-11-18 04:26:09,Jucktion,9,49
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/bLHXKPrk0J #machinelearning,115,1328917020663033858,2020-11-18 04:24:42,Paper.li,0,1
"Super cool  - @LadderDigital shares how they built a marketing tactic recommendation engine, as well as an intellig… https://t.co/zUoFXQFffa",140,1328916843583692800,2020-11-18 04:24:00,SocialBee.io v2,0,1
"Lecture #20 of the Machine Learning course is now available in the playlist:
https://t.co/mCt6kOPo0m. The first par… https://t.co/eXAiQnjIXe",140,1328916769839443968,2020-11-18 04:23:42,Twitter Web App,5,3
"今月の月刊Kaggleは役に立たない、訳者のお気持ちパートがアレなだけで、前半の翻訳記事の部分はめっちゃ良かった。

あずは今求職中なんだけど、面接官はどういう人に安心して採用合格を出せるかっていうのがわかりやすくて良かったな。 https://t.co/A0s83xISfD",138,1328916688817975296,2020-11-18 04:23:23,Twitter for Android,14,0
"Lecture #19 of the Machine Learning course is now available in the playlist:
https://t.co/mCt6kOPo0m. This lecture… https://t.co/bVIKftMcTL",139,1328916226140147712,2020-11-18 04:21:33,Twitter Web App,1,0
"With Health-osity(TM), you will have the power of machine learning for all your accountability needs.",101,1328915863857139714,2020-11-18 04:20:06,"Cheap Bots, Done Quick!",0,0
Machine learning-based early detection model for bleeding episode using non-invasive vital signs (as good as invasi… https://t.co/74ethGB3rE,140,1328915836439027714,2020-11-18 04:20:00,Twitter Web App,0,0
@AlexVonVoigt @joshua_saxe Machine learning,43,1328915678863233031,2020-11-18 04:19:22,Twitter for Android,2,0
"Just finished this very pleasant journey through brain structure, definitions of learning, the pillars on Attention… https://t.co/t0dyAY8aue",140,1328915189970956290,2020-11-18 04:17:25,Twitter for Android,1,0
"@joshduffney @docsmsft @StevenMurawski MLOps is essentially DevOps for Machine Learning projects.
This post is a go… https://t.co/fWKr9hodCh",140,1328915168265261056,2020-11-18 04:17:20,TweetDeck,0,0
Machine learning guarantees robots' performance in unknown territory https://t.co/mgeTxBs5Nj via @techxplore_com,112,1328914810436804609,2020-11-18 04:15:55,Twitter Web App,1,0
"Together with Ernst &amp; Young, join our speakers to learn how AI, machine learning and data management can help the g… https://t.co/8ZLQ9NIEJ7",144,1328914745009852416,2020-11-18 04:15:39,Sprinklr,1,0
Nothing in tech is free and it’s not like we asked for voice tweets so I figured it was helping twitter’s machine l… https://t.co/A61uhSGFUg,140,1328914639854460928,2020-11-18 04:15:14,Twitter for iPhone,0,0
"Time to reality check the promises of machine learning-powered precision medicine ""We...call for collaboration betw… https://t.co/kjBLgNoXEe",140,1328914579922046976,2020-11-18 04:15:00,Buffer,0,0
"Palladium, meet copper: Researchers use machine learning to improve catalysts https://t.co/MwGp3WImAb via @physorg_com",118,1328914558585597952,2020-11-18 04:14:55,Twitter Web App,0,0
Facebook increases its use of machine learning to sort and prioritize flagged posts. https://t.co/ciMmeCkbjU,108,1328914482438037505,2020-11-18 04:14:37,Twitter for iPad,1,0
Doing the impossible? Machine learning with less than one example https://t.co/ImwhJjyZGx https://t.co/nkskoW2wJL,113,1328914363617595392,2020-11-18 04:14:08,Upflow,0,0
Sagasti dijo: Más machine learning y deep learning,50,1328913762800328705,2020-11-18 04:11:45,Twitter for Android,2,0
"#FEATURED #COURSES

#Machine #Learning A-Z™: Hands-On #Python &amp; #R In #Data #Science

Learn to create Machine Learn… https://t.co/3MVTkxmwJk",144,1328913235660201987,2020-11-18 04:09:40,SocialPilot.co,8,21
.@TensorFlow Lattice layers look interesting as a way of imposing constraints on model parameters (… https://t.co/0WJOcBXwN7,124,1328912731580272642,2020-11-18 04:07:39,Twitter Web App,1,0
A Pavement b-side (that includes the lines below) is their most popular song on Spotify. Classic. Machine Learning… https://t.co/8LJFSXRLig,139,1328912602089459712,2020-11-18 04:07:08,Twitter for Android,1,0
"@lexfridman @elonmusk 🤔For those who dk. 
ML- Machine learning. 
DL - Deep Learning",83,1328911801443115011,2020-11-18 04:03:58,Twitter for iPhone,0,0
Learn about Cosine Similarity https://t.co/SVoQq4u35j #MachineLearning #CosineSimilarity,88,1328911747286061056,2020-11-18 04:03:45,DeepAI,5,2
Can AI Tell Whether You're A Criminal From Your Face? | Machine Learning... https://t.co/okOkFcIdgp via @JordanBHarrod,118,1328911569653096454,2020-11-18 04:03:02,Twitter Web App,0,0
Creating a Scalable Machine Learning Pipeline https://t.co/UO51NR3EJ5  #machinelearning #ad,91,1328911335556599808,2020-11-18 04:02:07,Postmatico,5,3
"You gotta know about the processors too.

#Python #MachineLearning #ArtificialIntelligence #learning #data… https://t.co/KKIfyeqCbI",131,1328911225263153152,2020-11-18 04:01:40,Twitter Web App,0,0
A Data lake holds a vast amount of data in its native format. Data Engineering teams cleans and enrich the raw data… https://t.co/CN3vtDB4UI,140,1328910991531372544,2020-11-18 04:00:45,LinkedIn,0,0
There’s never been a greater need or opportunity for tech to improve healthcare. How is @awscloud powering change w… https://t.co/iPt9oEjiNx,140,1328910941262671872,2020-11-18 04:00:33,Buffer,3,2
"Machine Learning Market Detailed Overview, Market Analysis, Manufacturers and Latest Trends Foreca... 

#AI #ML #dl… https://t.co/hirrbxK86u",140,1328910917845745664,2020-11-18 04:00:27,TweetCaster for Android,4,4
"Machine Learning Market Detailed Overview, Market Analysis, Manufacturers and Latest Trends Foreca... 

#AI #ML #dl… https://t.co/nhsNB9cplz",140,1328910915748597760,2020-11-18 04:00:26,TweetCaster for Android,6,10
COVID-19 感染予測 (日本版) の公開について | Google Cloud Blog https://t.co/4e7K77CbhG,71,1328910881569140738,2020-11-18 04:00:18,Twitter for iPhone,0,0
"Data Science: Supervised Machine Learning in #Python #udemyfree #udemycoupon 

=&gt; https://t.co/fjEm8kOM2S… https://t.co/pKVBi04kZS",133,1328910804599574529,2020-11-18 04:00:00,TweetDeck,3,12
@elonmusk @GigiLevangie Machine learning is not working well on search engines like Google that’s for sure.,107,1328910636558942208,2020-11-18 03:59:20,Twitter for iPhone,1,0
"How Goodhart’s Law Can #Save #MachineLearning
Read More - https://t.co/cuMJfHEfMj

#deeplearning #research… https://t.co/GgOfakTuUl",131,1328910576978837505,2020-11-18 03:59:06,Twitter Web App,2,9
"Apple #CoreML: Introduction to #MachineLearning in Mobile App Development 👉 https://t.co/CCORnikcXe
#ios #ML #apps… https://t.co/sznZbxW007",139,1328910299001483265,2020-11-18 03:57:59,Commun.it Intelligence,3,3
"#google4id yang menarik kedua ada disini, ada program Bangkit dimana para mahasiswa tuh diajarin buat mengenal mach… https://t.co/zRin8ryDnl",140,1328910005773295616,2020-11-18 03:56:49,Twitter Web App,2,1
Kamu seorang mahasiswa yg tertarik untuk belajar teknologi terbaru dari Google &amp; unicorn top lainnya? Dapatkan kese… https://t.co/1BbAUdp80K,144,1328909912345178112,2020-11-18 03:56:27,Twitter Web App,75,34
i will be impressed when twitter implements a machine learning powered search query that can look for tweets and ph… https://t.co/DXdoKpoKSN,140,1328909736272596994,2020-11-18 03:55:45,Twitter for Android,2,0
"@tawatawara おそらくこちらの記事でしょうか…
https://t.co/9BW14SqT41",52,1328909709013708801,2020-11-18 03:55:39,TweetDeck,25,3
"🗃️ In machine learning, you'll often come across data stored in data stored in excel sheets ( or similar kinds of d… https://t.co/aiJaqSbMY3",140,1328909644392108033,2020-11-18 03:55:23,Twitter Web App,1,0
"Machine learning Basics 🤖

Pandas is one of the most important frameworks you'll be working with if you plan on get… https://t.co/Q1Ku9kTYau",140,1328909641435152384,2020-11-18 03:55:23,Twitter Web App,37,6
@manwhosoldw0rld I started last year. It was a college placement and my first interview ever. I got selected almost… https://t.co/sT6dgAxYbH,140,1328909371019956230,2020-11-18 03:54:18,Twidere for Android,1,2
"Machine learning automation startup DataRobot raises $270M ahead of likely IPO 

READ MORE: https://t.co/97VqatD3j8… https://t.co/FlUiBgnk5z",140,1328909348706381825,2020-11-18 03:54:13,IAMBLOG2TWITTER,0,3
Doing the impossible? Machine learning with less than one example https://t.co/5LQsvm9upS https://t.co/T3UNGySDC1,113,1328909258260434946,2020-11-18 03:53:51,Upflow,0,0
"@CIA With Amazon Go, AI and machine learning can automatically charge or refund your card based on what you grab or… https://t.co/A5JugdSDS2",140,1328909252937748483,2020-11-18 03:53:50,Twitter Web App,0,0
Reading: This take on bias in AI https://t.co/Hwa58X1K8c,56,1328909209249845248,2020-11-18 03:53:40,Twitter Web App,0,0
Machine learning automation startup DataRobot raises $270M ahead of likely IPO #Startup #learning via… https://t.co/aCbtqOrYkW,126,1328909066681397249,2020-11-18 03:53:06,TwinyBots,0,0
Top 10 Data and Analytics Trends for 2021 #DigitalTransformation #digital #transformation via… https://t.co/CS62KnCZr4,118,1328908667262029825,2020-11-18 03:51:30,TwinyBots,0,1
New rule: if the number of press releases is greater than the number of independent observations in the test set fo… https://t.co/lOjtBeVtGg,140,1328908288738594817,2020-11-18 03:50:00,Twitter for iPhone,11,3
https://t.co/1cRdcErJE2 https://t.co/DSaRgmI1Cc,47,1328908037243904005,2020-11-18 03:49:00,Twitter for Android,2,0
"ALL MY MACHINE LEARNING MODELS GENERALIZE PERFECTLY TO THE REAL WORLD!

ⓘ  𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹 𝘀𝗼𝘂𝗿𝗰𝗲𝘀 𝘀𝘁𝗮𝘁𝗲𝗱 𝘁𝗵𝗮𝘁 𝘁𝗵𝗶𝘀 𝗶𝘀 𝗳𝗮𝗹𝘀𝗲 𝗮𝗻𝗱 𝗺𝗶𝘀𝗹𝗲𝗮𝗱𝗶𝗻𝗴",132,1328907764853334016,2020-11-18 03:47:55,Twitter for iPhone,6,0
"5. Machine Learning

Machine learning merupakan mesin yang dikembangkan untuk bisa belajar dengan sendirinya tanpa… https://t.co/IGOnfEWsTk",139,1328907410895818752,2020-11-18 03:46:31,Twitter Web App,8,0
"Kalau dalam kehidupan sehari-hari, produk AI ini ialah seperti Google Assistant, Siri, Cortana, dan semacamnya. Dal… https://t.co/ptOYPUrqun",140,1328907408798740480,2020-11-18 03:46:30,Twitter Web App,5,0
